route,transponder_id,bus_id,timestamp,heading,speed,latitude,longitude
Route 2,229,601,10/5/2014 2:39:38 PM,220.5,16.7,41.952482990421,-88.7253271464081
Route 10,219,602,10/17/2014 1:09:23 AM,176.8,0.0,41.9345153237584,-88.72790414640751
Route 5,225,603,10/16/2014 6:24:57 PM,173.9,0.0,41.9345234904251,-88.7279351464075
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/16/2014 4:16:09 PM,12.3,7.7,41.933709657092,-88.7447553130703
Route 3,228,702,10/17/2014 6:02:36 AM,291.4,0.2,41.9345293237584,-88.72779031307421
Route 1,222,901,10/17/2014 6:02:34 AM,167.3,0.2,41.9344904904251,-88.72759564640751
Route 2,226,902,10/17/2014 6:02:35 AM,171.6,0.0,41.9345148237584,-88.72764514640751
Route 5,214,904,10/17/2014 6:02:33 AM,56.1,0.0,41.9345094904251,-88.7277321464075
Route 1,215,1001,10/17/2014 6:02:36 AM,172.4,0.0,41.9345009904251,-88.72741014640758
Route 3,218,1002,10/17/2014 6:02:35 AM,33.0,1.1,41.9344986570918,-88.7274933130742
Route 5,227,1003,10/17/2014 6:02:35 AM,176.1,0.0,41.9346383237584,-88.7275296464075
Route 6,232,1004,10/17/2014 6:02:34 AM,196.9,0.1,41.9345198237584,-88.7275559797409
Route 9,223,1102,10/17/2014 6:02:34 AM,203.0,0.0,41.9345293237584,-88.72733247974091
Route 4,231,401,10/16/2014 4:08:20 PM,185.3,0.0,41.9345103237585,-88.7281218130741
Route 8,233,501,10/17/2014 12:44:05 AM,181.9,0.0,41.9345216570918,-88.72802614640752
Route 2,229,601,10/5/2014 2:39:38 PM,220.5,16.7,41.952482990421,-88.7253271464081
Route 10,219,602,10/17/2014 6:03:05 AM,0.5,0.0,41.9345044904251,-88.7278506464075
Route 5,225,603,10/16/2014 6:24:57 PM,173.9,0.0,41.9345234904251,-88.7279351464075
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/16/2014 4:16:09 PM,12.3,7.7,41.933709657092,-88.7447553130703
Route 3,228,702,10/17/2014 6:03:06 AM,291.4,0.2,41.9345291570918,-88.72779514640752
Route 1,222,901,10/17/2014 6:03:04 AM,167.3,0.0,41.9344936570918,-88.72758914640751
Route 2,226,902,10/17/2014 6:03:05 AM,171.6,0.0,41.9345174904251,-88.72764697974091
Route 5,214,904,10/17/2014 6:03:06 AM,56.1,0.0,41.934502323758394,-88.72771297974079
Route 1,215,1001,10/17/2014 6:03:06 AM,172.4,0.0,41.9344989904251,-88.72741131307421
Route 3,218,1002,10/17/2014 6:03:05 AM,208.6,0.0,41.9344493237585,-88.72754131307421
Route 5,227,1003,10/17/2014 6:03:05 AM,112.9,1.1,41.9345803237584,-88.7275058130742
Route 6,232,1004,10/17/2014 6:03:04 AM,196.9,0.0,41.934515823758396,-88.7275438130742
Route 9,223,1102,10/17/2014 6:03:04 AM,203.0,0.0,41.9345301570918,-88.72733464640758
Route 4,231,401,10/16/2014 4:08:20 PM,185.3,0.0,41.9345103237585,-88.7281218130741
Route 8,233,501,10/17/2014 6:03:37 AM,181.9,0.0,41.9344996570918,-88.72805814640742
Route 2,229,601,10/17/2014 6:03:35 AM,220.5,0.0,41.9345034904251,-88.7278898130741
Route 10,219,602,10/17/2014 6:03:35 AM,0.5,0.0,41.9345206570918,-88.72787097974079
Route 5,225,603,10/17/2014 6:03:36 AM,173.9,0.0,41.9345278237585,-88.72795114640742
Route 7,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/16/2014 4:16:09 PM,12.3,7.7,41.933709657092,-88.7447553130703
Route 3,228,702,10/17/2014 6:03:36 AM,291.4,0.0,41.9345306570918,-88.7278013130741
Route 1,222,901,10/17/2014 6:03:34 AM,167.3,0.0,41.934495157091796,-88.72759697974091
Route 2,226,902,10/17/2014 6:03:35 AM,171.6,0.0,41.934513823758394,-88.72764647974091
Route 5,214,904,10/17/2014 6:03:36 AM,56.1,0.0,41.9345051570918,-88.72770597974079
Route 1,215,1001,10/17/2014 6:03:36 AM,172.4,0.0,41.934499823758394,-88.72741097974091
Route 3,218,1002,10/17/2014 6:03:35 AM,208.6,0.0,41.9344654904251,-88.7275189797409
Route 5,227,1003,10/17/2014 6:03:35 AM,168.1,0.3,41.934544323758395,-88.7274906464075
Route 6,232,1004,10/17/2014 6:03:37 AM,196.9,0.0,41.9345089904251,-88.72754214640752
Route 9,223,1102,10/17/2014 6:03:35 AM,203.0,0.0,41.9345291570918,-88.72733514640758
Route 4,231,401,10/17/2014 6:04:05 AM,178.9,0.8,41.934502323758394,-88.7281379797408
Route 8,233,501,10/17/2014 6:04:07 AM,181.9,0.0,41.934493323758396,-88.72807531307409
Route 2,229,601,10/17/2014 6:04:05 AM,310.9,0.0,41.9345206570918,-88.72788247974079
Route 10,219,602,10/17/2014 6:04:08 AM,0.5,0.0,41.9345186570918,-88.72788131307409
